loan_id,customer_id,origination_date,product_type,original_principal_eur,term_months,apr_pct,installment_eur,purpose
L000324,C001218,2023-05-01,Credit card,17202.7,60,14.174,516.08,Revolving credit
L000325,C001340,2020-12-01,Mortgage,404285.05,300,3.049,1927.42,Home purchase
L000326,C000466,2023-04-01,Credit card,2559.6,60,13.584,76.79,Revolving credit
L000327,C000700,2023-09-01,Mortgage,171642.33,180,2.803,1169.12,Home purchase
L000328,C001032,2023-08-01,Credit card,22738.73,60,17.933,682.16,Revolving credit
L000329,C001836,2022-03-01,Credit card,2652.03,60,21.309,79.56,Revolving credit
L000330,C002022,2022-10-01,Credit card,22018.43,60,17.363,660.55,Revolving credit
L000331,C000550,2023-09-01,Personal loan,26338.71,48,13.363,711.36,Major purchase
L000332,C002020,2022-05-01,Mortgage,142008.29,300,5.017,831.6,Home purchase
L000333,C001790,2022-04-01,Auto loan,44320.6,60,8.098,900.73,Vehicle purchase
L000334,C001307,2023-05-01,Auto loan,20635.11,60,9.076,429.11,Vehicle purchase
L000335,C000786,2019-04-01,Mortgage,298631.45,300,3.638,1517.16,Home purchase
L000336,C000952,2023-03-01,Credit card,22109.89,60,21.315,663.3,Revolving credit
L000337,C000331,2022-02-01,Auto loan,45129.68,60,8.124,917.74,Vehicle purchase
L000338,C001418,2022-11-01,Personal loan,27402.71,60,11.734,605.88,Debt consolidation
L000339,C001637,2023-06-01,Personal loan,21018.16,48,8.911,522.15,Education
L000340,C001054,2023-05-01,Credit card,18276.66,60,15.668,548.3,Revolving credit
L000341,C000774,2023-07-01,Auto loan,48352.29,60,5.762,929.45,Vehicle purchase
L000342,C000408,2022-09-01,Personal loan,24357.49,36,5.266,732.92,Home improvement
L000343,C001032,2023-02-01,Personal loan,15342.25,60,14.686,362.47,Home improvement
L000344,C000459,2023-01-01,Personal loan,7169.27,24,13.351,342.02,Debt consolidation
L000345,C001312,2019-02-01,Mortgage,405120.77,180,5.413,3291.42,Home purchase
L000346,C000289,2023-09-01,Personal loan,34528.93,72,6.816,585.63,Education
L000347,C001370,2023-10-01,Auto loan,39817.66,48,9.263,995.84,Vehicle purchase
L000348,C000380,2023-01-01,Auto loan,57637.85,48,6.856,1376.36,Vehicle purchase
L000349,C000552,2022-02-01,Credit card,23395.33,60,13.215,701.86,Revolving credit
L000350,C000753,2021-07-01,Auto loan,23922.09,60,6.691,470.21,Vehicle purchase
L000351,C001048,2023-08-01,Personal loan,13656.4,36,5.233,410.72,Debt consolidation
L000352,C001865,2021-10-01,Credit card,4929.48,60,20.717,147.88,Revolving credit
L000353,C001902,2022-03-01,Personal loan,7424.49,48,13.217,199.98,Major purchase
L000354,C001860,2022-11-01,Credit card,12474.66,60,17.493,374.24,Revolving credit
L000355,C000528,2023-03-01,Auto loan,41142.99,36,10.288,1333.14,Vehicle purchase
L000356,C001127,2021-11-01,Credit card,14912.43,60,16.138,447.37,Revolving credit
L000357,C001869,2023-10-01,Auto loan,20837.37,36,7.255,645.83,Vehicle purchase
L000358,C000165,2022-12-01,Personal loan,35951.44,36,14.341,1234.7,Major purchase
L000359,C001603,2022-10-01,Auto loan,10747.31,72,9.239,195.0,Vehicle purchase
L000360,C001296,2022-08-01,Personal loan,52044.08,36,7.705,1623.81,Debt consolidation
L000361,C000762,2023-03-01,Personal loan,49557.01,48,11.657,1296.69,Major purchase
L000362,C001693,2022-06-01,Credit card,17367.96,60,18.238,521.04,Revolving credit
L000363,C000434,2023-10-01,Auto loan,10658.03,36,8.891,338.38,Vehicle purchase
L000364,C000512,2022-07-01,Auto loan,24637.39,36,6.438,754.42,Vehicle purchase
L000365,C001714,2021-03-01,Personal loan,17217.91,72,5.488,281.21,Home improvement
L000366,C000471,2023-10-01,Auto loan,60922.09,60,6.603,1194.96,Vehicle purchase
L000367,C001169,2023-06-01,Auto loan,20878.83,60,6.584,409.34,Vehicle purchase
L000368,C001978,2021-10-01,Auto loan,22587.45,60,8.159,459.71,Vehicle purchase
L000369,C001901,2022-04-01,Credit card,15085.63,60,20.944,452.57,Revolving credit
L000370,C001914,2023-09-01,Personal loan,47463.8,36,14.963,1644.49,Major purchase
L000371,C001464,2023-05-01,Auto loan,52226.3,36,8.946,1659.47,Vehicle purchase
L000372,C000089,2023-06-01,Personal loan,15585.71,60,7.196,310.06,Major purchase
L000373,C001355,2023-07-01,Personal loan,10179.76,36,11.663,336.48,Home improvement
L000374,C000111,2023-07-01,Credit card,2610.9,60,12.632,78.33,Revolving credit
L000375,C000136,2022-01-01,Credit card,4829.09,60,13.359,144.87,Revolving credit
L000376,C000820,2022-09-01,Credit card,16735.04,60,16.102,502.05,Revolving credit
L000377,C001275,2021-08-01,Personal loan,10366.79,60,5.006,195.66,Home improvement
L000378,C001511,2023-01-01,Personal loan,8536.25,60,10.85,184.96,Major purchase
L000379,C001425,2021-11-01,Credit card,17260.62,60,23.319,517.82,Revolving credit
L000380,C000124,2022-01-01,Personal loan,51154.98,48,4.538,1167.38,Debt consolidation
L000381,C001848,2023-06-01,Auto loan,28117.75,60,9.204,586.46,Vehicle purchase
L000382,C001977,2023-03-01,Personal loan,43487.46,36,8.608,1374.97,Major purchase
L000383,C000516,2021-08-01,Mortgage,313268.59,240,3.26,1778.44,Home purchase
L000384,C001189,2023-10-01,Auto loan,29131.47,60,4.22,539.4,Vehicle purchase
L000385,C001038,2023-08-01,Auto loan,27774.07,48,6.376,657.07,Vehicle purchase
L000386,C000912,2022-10-01,Personal loan,35876.13,36,4.367,1065.07,Debt consolidation
L000387,C000510,2022-02-01,Auto loan,50014.13,48,5.914,1172.6,Vehicle purchase
L000388,C001060,2022-03-01,Mortgage,399795.06,240,4.093,2442.28,Home purchase
L000389,C001697,2021-11-01,Auto loan,26814.53,60,7.613,538.75,Vehicle purchase
L000390,C001838,2022-01-01,Auto loan,47459.33,60,9.581,998.61,Vehicle purchase
L000391,C000937,2022-03-01,Personal loan,10543.42,60,14.646,248.87,Home improvement
L000392,C001588,2023-02-01,Personal loan,24250.06,60,12.384,544.14,Major purchase
L000393,C001502,2023-10-01,Personal loan,11495.27,48,9.955,291.3,Education
L000394,C000156,2022-12-01,Credit card,16296.69,60,20.243,488.9,Revolving credit
L000395,C000553,2022-07-01,Credit card,22487.56,60,17.288,674.63,Revolving credit
L000396,C001086,2021-11-01,Personal loan,42104.44,60,15.738,1018.06,Debt consolidation
L000397,C001714,2023-07-01,Auto loan,39658.8,36,10.197,1283.35,Vehicle purchase
L000398,C001579,2020-03-01,Mortgage,280006.52,300,5.685,1750.56,Home purchase
L000399,C001019,2023-08-01,Personal loan,4369.97,36,10.612,142.27,Debt consolidation
L000400,C001481,2023-03-01,Personal loan,35380.23,60,9.511,743.25,Major purchase
L000401,C000212,2019-11-01,Mortgage,344337.77,240,3.615,2017.51,Home purchase
L000402,C001688,2022-07-01,Credit card,2407.82,60,19.425,72.23,Revolving credit
L000403,C001144,2023-08-01,Personal loan,15756.16,72,12.256,310.14,Debt consolidation
L000404,C001437,2023-10-01,Personal loan,21760.48,60,4.349,404.19,Home improvement
L000405,C000013,2022-01-01,Mortgage,186978.06,180,3.145,1304.3,Home purchase
L000406,C001734,2022-07-01,Credit card,9690.07,60,20.488,290.7,Revolving credit
L000407,C000398,2023-03-01,Personal loan,5240.89,60,14.723,123.92,Home improvement
L000408,C000730,2023-07-01,Credit card,23019.57,60,13.69,690.59,Revolving credit
L000409,C000189,2021-03-01,Auto loan,45505.06,72,4.268,717.5,Vehicle purchase
L000410,C000825,2019-10-01,Mortgage,388881.84,180,4.936,3062.39,Home purchase
L000411,C001719,2021-12-01,Credit card,18187.07,60,22.36,545.61,Revolving credit
L000412,C001789,2023-08-01,Credit card,5327.2,60,17.388,159.82,Revolving credit
L000413,C001299,2023-09-01,Personal loan,27580.9,24,5.889,1221.03,Debt consolidation
L000414,C000604,2018-01-01,Mortgage,179071.08,180,5.546,1467.53,Home purchase
L000415,C000823,2022-08-01,Credit card,3501.99,60,18.302,105.06,Revolving credit
L000416,C000572,2023-03-01,Auto loan,53185.01,60,10.065,1131.74,Vehicle purchase
L000417,C001430,2023-05-01,Auto loan,15102.36,48,8.351,371.19,Vehicle purchase
L000418,C002012,2023-04-01,Auto loan,20281.44,60,3.537,369.29,Vehicle purchase
L000419,C000513,2022-05-01,Credit card,9109.9,60,20.848,273.3,Revolving credit
L000420,C000181,2023-03-01,Personal loan,17162.5,48,13.812,467.38,Major purchase
L000421,C002000,2019-02-01,Mortgage,384814.58,240,3.35,2202.24,Home purchase
L000422,C001958,2022-06-01,Auto loan,51399.51,72,8.595,916.21,Vehicle purchase
L000423,C001123,2021-11-01,Personal loan,29307.03,60,11.408,643.18,Home improvement
L000424,C001058,2021-12-01,Auto loan,18117.34,60,4.195,335.26,Vehicle purchase
L000425,C000098,2023-10-01,Personal loan,39331.18,36,14.162,1347.34,Home improvement
L000426,C001439,2022-11-01,Credit card,22320.55,60,18.006,669.62,Revolving credit
L000427,C000029,2023-07-01,Personal loan,24719.87,48,6.722,588.76,Home improvement
L000428,C001642,2022-08-01,Credit card,19312.03,60,20.108,579.36,Revolving credit
L000429,C001774,2022-10-01,Credit card,20949.21,60,17.98,628.48,Revolving credit
L000430,C001350,2020-10-01,Mortgage,396136.4,180,3.255,2784.49,Home purchase
L000431,C001998,2022-01-01,Mortgage,247106.39,240,2.903,1358.54,Home purchase
L000432,C001769,2023-06-01,Auto loan,23608.35,36,9.043,751.21,Vehicle purchase
L000433,C001007,2023-04-01,Personal loan,48069.47,36,4.656,1433.28,Home improvement
L000434,C001325,2022-04-01,Personal loan,28903.94,48,12.219,764.26,Debt consolidation
L000435,C001874,2020-06-01,Mortgage,207593.68,240,3.893,1246.32,Home purchase
L000436,C001869,2022-10-01,Auto loan,13716.59,48,5.748,320.55,Vehicle purchase
L000437,C001456,2022-08-01,Auto loan,48461.14,60,5.027,915.13,Vehicle purchase
L000438,C000455,2022-09-01,Auto loan,57554.75,60,5.125,1089.44,Vehicle purchase
L000439,C000689,2022-05-01,Credit card,10653.36,60,22.593,319.6,Revolving credit
L000440,C000784,2023-09-01,Credit card,14420.97,60,22.058,432.63,Revolving credit
L000441,C000522,2023-04-01,Auto loan,18957.25,72,6.516,318.81,Vehicle purchase
L000442,C001568,2023-01-01,Personal loan,18846.79,72,7.194,323.08,Major purchase
L000443,C000966,2022-06-01,Credit card,23679.04,60,16.522,710.37,Revolving credit
L000444,C000986,2022-02-01,Auto loan,13841.21,48,4.916,318.22,Vehicle purchase
L000445,C000579,2023-04-01,Mortgage,266996.37,180,5.592,2194.68,Home purchase
L000446,C000870,2022-04-01,Auto loan,22077.85,48,3.595,494.51,Vehicle purchase
L000447,C000573,2023-10-01,Personal loan,3203.29,72,6.386,53.67,Home improvement
L000448,C001346,2021-03-01,Auto loan,21800.89,72,8.722,389.98,Vehicle purchase
L000449,C001054,2022-11-01,Credit card,3427.17,60,13.951,102.82,Revolving credit
L000450,C000438,2022-12-01,Personal loan,51755.69,36,8.598,1636.14,Debt consolidation
L000451,C000523,2021-08-01,Credit card,5943.11,60,20.569,178.29,Revolving credit
L000452,C000208,2022-05-01,Credit card,12396.09,60,22.243,371.88,Revolving credit
L000453,C000774,2022-03-01,Personal loan,48997.4,48,13.81,1334.26,Debt consolidation
L000454,C001486,2023-08-01,Personal loan,37733.79,36,7.396,1171.96,Home improvement
L000455,C001333,2021-08-01,Credit card,3008.88,60,20.675,90.27,Revolving credit
L000456,C001189,2022-04-01,Personal loan,45833.03,60,10.648,988.5,Major purchase
L000457,C001809,2022-08-01,Credit card,13004.97,60,16.138,390.15,Revolving credit
L000458,C001827,2021-07-01,Mortgage,198872.49,240,2.026,1008.47,Home purchase
L000459,C001733,2022-07-01,Personal loan,53724.42,48,12.624,1431.3,Debt consolidation
L000460,C001266,2019-05-01,Mortgage,307622.32,180,2.897,2109.16,Home purchase
L000461,C001449,2021-07-01,Credit card,23387.04,60,20.14,701.61,Revolving credit
L000462,C000823,2023-08-01,Personal loan,27208.05,48,7.7,660.41,Education
L000463,C001584,2022-04-01,Credit card,19974.28,60,16.615,599.23,Revolving credit
L000464,C000937,2022-10-01,Auto loan,32728.28,48,4.531,746.78,Vehicle purchase
L000465,C000655,2022-07-01,Personal loan,49139.69,48,12.642,1309.57,Debt consolidation
L000466,C000535,2023-04-01,Personal loan,23617.94,24,4.827,1034.32,Home improvement
L000467,C000318,2023-04-01,Personal loan,28307.87,36,10.603,921.45,Home improvement
L000468,C001513,2022-10-01,Personal loan,40247.56,60,15.141,960.48,Home improvement
L000469,C001346,2022-01-01,Personal loan,5830.63,48,10.354,148.87,Home improvement
L000470,C000207,2019-03-01,Mortgage,237448.05,180,3.014,1641.35,Home purchase
L000471,C001768,2020-07-01,Mortgage,361363.82,240,4.06,2201.29,Home purchase
L000472,C001459,2020-04-01,Mortgage,100329.99,240,4.117,614.19,Home purchase
L000473,C001545,2021-09-01,Credit card,18517.19,60,14.168,555.52,Revolving credit
L000474,C001246,2022-12-01,Auto loan,55744.37,72,9.186,1009.98,Vehicle purchase
L000475,C000789,2022-09-01,Auto loan,45036.67,48,5.035,1037.88,Vehicle purchase
L000476,C001583,2022-05-01,Personal loan,5506.26,48,10.056,139.8,Home improvement
L000477,C001929,2021-02-01,Mortgage,295224.03,180,5.687,2441.69,Home purchase
L000478,C001476,2023-03-01,Personal loan,52767.97,60,7.823,1065.49,Major purchase
L000479,C000416,2022-04-01,Credit card,13978.02,60,13.883,419.34,Revolving credit
L000480,C000554,2022-07-01,Credit card,19379.68,60,14.82,581.39,Revolving credit
L000481,C000010,2022-10-01,Personal loan,38019.33,36,14.978,1317.55,Home improvement
L000482,C000628,2022-10-01,Personal loan,8169.12,36,4.864,244.34,Home improvement
L000483,C000020,2023-09-01,Credit card,5903.53,60,14.415,177.11,Revolving credit
L000484,C000768,2023-03-01,Personal loan,8844.64,60,11.132,192.89,Major purchase
L000485,C000325,2021-07-01,Mortgage,217270.89,240,5.638,1511.56,Home purchase
L000486,C000977,2022-11-01,Personal loan,14373.36,60,14.734,339.94,Debt consolidation
L000487,C000473,2023-10-01,Personal loan,53771.17,24,12.443,2542.34,Debt consolidation
L000488,C000040,2022-08-01,Mortgage,272227.7,240,2.932,1500.54,Home purchase
L000489,C000052,2023-08-01,Personal loan,47778.29,60,6.533,935.58,Home improvement
L000490,C001847,2023-09-01,Credit card,9940.81,60,19.973,298.22,Revolving credit
L000491,C000679,2022-10-01,Credit card,21917.85,60,14.952,657.54,Revolving credit
L000492,C001827,2022-08-01,Credit card,4484.67,60,17.436,134.54,Revolving credit
L000493,C000029,2023-05-01,Personal loan,7984.24,36,8.684,252.73,Home improvement
L000494,C001980,2023-10-01,Auto loan,58346.67,48,7.877,1421.05,Vehicle purchase
L000495,C001152,2022-12-01,Auto loan,12214.38,48,6.466,289.47,Vehicle purchase
L000496,C000256,2023-10-01,Personal loan,28821.81,36,9.335,921.02,Debt consolidation
L000497,C000166,2022-07-01,Personal loan,29516.72,48,12.471,784.13,Home improvement
L000498,C001814,2022-05-01,Personal loan,40704.38,48,10.664,1045.39,Home improvement
L000499,C000801,2023-09-01,Auto loan,37310.66,36,7.711,1164.21,Vehicle purchase
L000500,C000271,2021-04-01,Auto loan,42815.95,72,9.448,781.33,Vehicle purchase
L000501,C001113,2022-04-01,Credit card,22661.53,60,22.279,679.85,Revolving credit
L000502,C000367,2022-01-01,Personal loan,52676.98,60,13.788,1219.91,Debt consolidation
L000503,C001010,2023-09-01,Credit card,16468.17,60,13.873,494.05,Revolving credit
L000504,C001648,2021-07-01,Credit card,11154.04,60,13.312,334.62,Revolving credit
L000505,C001983,2022-07-01,Personal loan,10970.48,36,8.982,348.76,Debt consolidation
L000506,C000625,2023-03-01,Auto loan,38421.3,48,10.392,981.71,Vehicle purchase
L000507,C000557,2023-05-01,Personal loan,12859.02,36,11.284,422.72,Debt consolidation
L000508,C001478,2022-10-01,Auto loan,35439.1,72,10.188,659.91,Vehicle purchase
L000509,C001045,2023-04-01,Personal loan,45410.03,36,9.936,1463.88,Major purchase
L000510,C001172,2022-10-01,Personal loan,38221.11,36,10.575,1243.64,Debt consolidation
L000511,C001706,2023-03-01,Auto loan,30478.84,60,4.335,565.94,Vehicle purchase
L000512,C000428,2023-09-01,Credit card,6277.5,60,15.58,188.32,Revolving credit
L000513,C000804,2022-10-01,Personal loan,38829.83,48,15.473,1090.0,Debt consolidation
L000514,C000132,2022-02-01,Personal loan,16849.91,48,12.456,447.5,Major purchase
L000515,C000683,2023-05-01,Auto loan,13295.82,60,8.446,272.44,Vehicle purchase
L000516,C001671,2023-01-01,Personal loan,28538.2,60,14.644,673.61,Major purchase
L000517,C001038,2022-03-01,Credit card,6494.54,60,14.944,194.84,Revolving credit
L000518,C000485,2022-12-01,Credit card,20789.48,60,13.197,623.68,Revolving credit
L000519,C001139,2023-03-01,Credit card,14514.39,60,22.958,435.43,Revolving credit
L000520,C000313,2023-03-01,Personal loan,29164.95,36,8.773,924.36,Home improvement
L000521,C000195,2023-09-01,Mortgage,301599.01,300,4.328,1647.01,Home purchase
L000522,C000109,2023-03-01,Credit card,21028.22,60,19.644,630.85,Revolving credit
L000523,C000152,2021-10-01,Credit card,2196.99,60,13.384,65.91,Revolving credit
L000524,C000675,2022-06-01,Personal loan,10217.24,72,4.96,164.36,Home improvement
L000525,C001703,2023-06-01,Auto loan,59998.73,60,4.856,1128.29,Vehicle purchase
L000526,C001083,2022-08-01,Auto loan,41706.26,48,5.915,977.85,Vehicle purchase
L000527,C001855,2023-09-01,Credit card,7747.91,60,12.87,232.44,Revolving credit
L000528,C001055,2022-07-01,Credit card,16116.05,60,15.04,483.48,Revolving credit
L000529,C001450,2021-08-01,Credit card,5732.46,60,20.533,171.97,Revolving credit
L000530,C001326,2022-07-01,Auto loan,45969.04,48,8.701,1137.42,Vehicle purchase
L000531,C001393,2023-04-01,Personal loan,27848.74,48,13.685,756.62,Debt consolidation
L000532,C000409,2022-12-01,Personal loan,33504.76,60,12.611,755.68,Debt consolidation
L000533,C001777,2022-02-01,Auto loan,55352.35,60,8.803,1143.73,Vehicle purchase
L000534,C001717,2022-07-01,Personal loan,18977.22,48,14.824,526.45,Home improvement
L000535,C000677,2023-04-01,Auto loan,29123.55,72,5.286,472.9,Vehicle purchase
L000536,C001202,2022-11-01,Personal loan,21150.07,60,11.472,464.85,Debt consolidation
L000537,C001857,2022-09-01,Auto loan,59096.32,48,9.208,1476.45,Vehicle purchase
L000538,C001033,2021-11-01,Credit card,18488.66,60,20.785,554.66,Revolving credit
L000539,C001876,2022-12-01,Auto loan,53822.21,36,8.016,1686.98,Vehicle purchase
L000540,C001122,2022-12-01,Credit card,18737.28,60,23.81,562.12,Revolving credit
L000541,C000217,2023-10-01,Personal loan,45636.5,60,8.005,925.46,Home improvement
L000542,C000337,2018-10-01,Mortgage,186932.27,240,4.759,1208.94,Home purchase
L000543,C000827,2022-12-01,Auto loan,41238.41,60,8.35,843.08,Vehicle purchase
L000544,C001111,2023-04-01,Personal loan,21416.69,24,13.329,1021.5,Home improvement
L000545,C001839,2023-04-01,Personal loan,12337.02,48,8.122,301.89,Debt consolidation
L000546,C001531,2021-07-01,Personal loan,7515.53,60,6.948,148.63,Debt consolidation
L000547,C000816,2023-08-01,Personal loan,27503.74,48,4.57,628.04,Home improvement
L000548,C001875,2021-05-01,Auto loan,33110.73,72,5.697,544.02,Vehicle purchase
