loan_id,snapshot_month,actual_synthetic_target,predicted_probability,risk_tier,data_split
L000569,2024-01-01,0,0.02658401,Low,train
L000570,2024-01-01,0,0.02380645,Low,train
L000571,2024-01-01,1,0.53549447,Critical,train
L000572,2024-01-01,0,0.03579368,Monitor,train
L000573,2024-01-01,0,0.07729735,High,train
L000574,2024-01-01,0,0.03677804,Monitor,train
L000575,2024-01-01,0,0.04261001,Monitor,train
L000576,2024-01-01,0,0.03322441,Low,train
L000577,2024-01-01,0,0.04541966,Monitor,train
L000578,2024-01-01,0,0.02406667,Low,train
L000579,2024-01-01,0,0.02635815,Low,train
L000580,2024-01-01,0,0.02961466,Low,train
L000581,2024-01-01,0,0.03602596,Monitor,train
L000582,2024-01-01,0,0.02806534,Low,train
L000583,2024-01-01,0,0.05083009,High,train
L000584,2024-01-01,0,0.02636449,Low,train
L000585,2024-01-01,1,0.0332013,Low,train
L000586,2024-01-01,0,0.02888661,Low,train
L000587,2024-01-01,1,0.03647402,Monitor,train
L000588,2024-01-01,0,0.02705634,Low,train
L000589,2024-01-01,0,0.0220433,Low,train
L000590,2024-01-01,0,0.11425864,Critical,train
L000591,2024-01-01,0,0.10815128,Critical,train
L000592,2024-01-01,0,0.02539695,Low,train
L000593,2024-01-01,0,0.02595362,Low,train
L000594,2024-01-01,0,0.03175369,Low,train
L000595,2024-01-01,0,0.02810076,Low,train
L000596,2024-01-01,0,0.02943594,Low,train
L000597,2024-01-01,0,0.0266191,Low,train
L000598,2024-01-01,0,0.02529993,Low,train
L000599,2024-01-01,0,0.03638047,Monitor,train
L000600,2024-01-01,0,0.04089831,Monitor,train
L000601,2024-01-01,0,0.03826414,Monitor,train
L000602,2024-01-01,0,0.03587843,Monitor,train
L000603,2024-01-01,0,0.0328183,Low,train
L000604,2024-01-01,0,0.06163037,High,train
L000605,2024-01-01,0,0.03088394,Low,train
L000606,2024-01-01,0,0.03443864,Low,train
L000607,2024-01-01,0,0.02708927,Low,train
L000608,2024-01-01,0,0.0278452,Low,train
L000609,2024-01-01,0,0.04525337,Monitor,train
L000610,2024-01-01,0,0.03518987,Monitor,train
L000611,2024-01-01,0,0.02752024,Low,train
L000612,2024-01-01,0,0.04396316,Monitor,train
L000613,2024-01-01,0,0.04600095,High,train
L000614,2024-01-01,1,0.02802182,Low,train
L000615,2024-01-01,0,0.0292339,Low,train
L000616,2024-01-01,0,0.031869,Low,train
L000617,2024-01-01,0,0.03279916,Low,train
L000618,2024-01-01,0,0.04942773,High,train
L000619,2024-01-01,0,0.06274521,High,train
L000620,2024-01-01,0,0.0433636,Monitor,train
L000621,2024-01-01,1,0.03161245,Low,train
L000622,2024-01-01,0,0.02754754,Low,train
L000623,2024-01-01,0,0.02906633,Low,train
L000624,2024-01-01,0,0.03243682,Low,train
L000625,2024-01-01,0,0.03053953,Low,train
L000626,2024-01-01,0,0.03806255,Monitor,train
L000627,2024-01-01,0,0.0495974,High,train
L000628,2024-01-01,0,0.02908299,Low,train
L000629,2024-01-01,0,0.03047829,Low,train
L000630,2024-01-01,0,0.04003561,Monitor,train
L000631,2024-01-01,0,0.03482581,Monitor,train
L000632,2024-01-01,0,0.06438451,High,train
L000633,2024-01-01,0,0.03109224,Low,train
L000634,2024-01-01,0,0.04089814,Monitor,train
L000635,2024-01-01,0,0.03067795,Low,train
L000636,2024-01-01,0,0.03964451,Monitor,train
L000637,2024-01-01,0,0.03899127,Monitor,train
L000638,2024-01-01,0,0.03263841,Low,train
L000639,2024-01-01,0,0.03468541,Monitor,train
L000640,2024-01-01,0,0.03208599,Low,train
L000641,2024-01-01,0,0.02816058,Low,train
L000642,2024-01-01,0,0.02714514,Low,train
L000643,2024-01-01,0,0.03363497,Low,train
L000644,2024-01-01,0,0.02612749,Low,train
L000645,2024-01-01,0,0.02712408,Low,train
L000646,2024-01-01,0,0.04318848,Monitor,train
L000647,2024-01-01,0,0.03442037,Low,train
L000648,2024-01-01,0,0.02392726,Low,train
L000649,2024-01-01,0,0.0491199,High,train
L000650,2024-01-01,0,0.02234728,Low,train
L000651,2024-01-01,0,0.06073042,High,train
L000652,2024-01-01,1,0.02748803,Low,train
L000653,2024-01-01,0,0.03676917,Monitor,train
L000654,2024-01-01,0,0.03832554,Monitor,train
L000655,2024-01-01,0,0.02262107,Low,train
L000656,2024-01-01,0,0.03705406,Monitor,train
L000657,2024-01-01,0,0.03149119,Low,train
L000658,2024-01-01,0,0.03275833,Low,train
L000659,2024-01-01,0,0.03133803,Low,train
L000660,2024-01-01,0,0.03664192,Monitor,train
L000661,2024-01-01,0,0.03410538,Low,train
L000662,2024-01-01,0,0.02925016,Low,train
L000663,2024-01-01,0,0.02810218,Low,train
L000664,2024-01-01,0,0.03113503,Low,train
L000665,2024-01-01,0,0.0281079,Low,train
L000666,2024-01-01,0,0.04069095,Monitor,train
L000667,2024-01-01,0,0.0414993,Monitor,train
L000668,2024-01-01,0,0.03156409,Low,train
L000669,2024-01-01,0,0.02997971,Low,train
L000670,2024-01-01,0,0.02559511,Low,train
L000671,2024-01-01,0,0.03173911,Low,train
L000672,2024-01-01,0,0.03296927,Low,train
L000673,2024-01-01,0,0.02726269,Low,train
L000674,2024-01-01,0,0.05692221,High,train
L000675,2024-01-01,0,0.03650433,Monitor,train
L000676,2024-01-01,0,0.03301485,Low,train
L000677,2024-01-01,0,0.04482548,Monitor,train
L000678,2024-01-01,0,0.02572808,Low,train
L000679,2024-01-01,0,0.0334163,Low,train
L000680,2024-01-01,0,0.04801187,High,train
L000681,2024-01-01,0,0.03036619,Low,train
L000682,2024-01-01,0,0.05743372,High,train
L000683,2024-01-01,0,0.02598245,Low,train
L000684,2024-01-01,0,0.02712994,Low,train
L000685,2024-01-01,0,0.02964024,Low,train
L000686,2024-01-01,0,0.03356199,Low,train
L000687,2024-01-01,0,0.02619385,Low,train
L000688,2024-01-01,0,0.04351631,Monitor,train
L000689,2024-01-01,0,0.02897179,Low,train
L000690,2024-01-01,0,0.02643494,Low,train
L000691,2024-01-01,0,0.03623743,Monitor,train
L000692,2024-01-01,0,0.03422064,Low,train
L000693,2024-01-01,0,0.03540117,Monitor,train
L000694,2024-01-01,0,0.04482485,Monitor,train
L000695,2024-01-01,0,0.02920926,Low,train
L000696,2024-01-01,1,0.02741882,Low,train
L000697,2024-01-01,0,0.02987236,Low,train
L000698,2024-01-01,0,0.03088293,Low,train
L000699,2024-01-01,0,0.0370143,Monitor,train
L000700,2024-01-01,0,0.02366857,Low,train
L000701,2024-01-01,0,0.03676428,Monitor,train
L000702,2024-01-01,0,0.02258868,Low,train
L000703,2024-01-01,0,0.0473443,High,train
L000704,2024-01-01,0,0.03229898,Low,train
L000705,2024-01-01,0,0.03474649,Monitor,train
L000706,2024-01-01,0,0.08483927,High,train
L000707,2024-01-01,0,0.03045017,Low,train
L000708,2024-01-01,0,0.03071493,Low,train
L000709,2024-01-01,0,0.03813517,Monitor,train
L000710,2024-01-01,0,0.13837297,Critical,train
L000711,2024-01-01,0,0.03263903,Low,train
L000712,2024-01-01,0,0.04565082,Monitor,train
L000713,2024-01-01,0,0.02627069,Low,train
L000714,2024-01-01,0,0.02288779,Low,train
L000715,2024-01-01,1,0.04742998,High,train
L000716,2024-01-01,0,0.05263652,High,train
L000717,2024-01-01,0,0.03795039,Monitor,train
L000718,2024-01-01,0,0.02491937,Low,train
L000719,2024-01-01,0,0.05089593,High,train
L000720,2024-01-01,0,0.04164334,Monitor,train
L000721,2024-01-01,0,0.02790758,Low,train
L000722,2024-01-01,0,0.03868631,Monitor,train
L000723,2024-01-01,0,0.02795541,Low,train
L000724,2024-01-01,0,0.03226634,Low,train
L000725,2024-01-01,0,0.0340749,Low,train
L000726,2024-01-01,0,0.0313808,Low,train
L000727,2024-01-01,1,0.43420233,Critical,train
L000728,2024-01-01,0,0.03538183,Monitor,train
L000729,2024-01-01,0,0.03973418,Monitor,train
L000730,2024-01-01,0,0.02934469,Low,train
L000731,2024-01-01,1,0.03583266,Monitor,train
L000732,2024-01-01,0,0.0387229,Monitor,train
L000733,2024-01-01,0,0.03203795,Low,train
L000734,2024-01-01,0,0.03182341,Low,train
L000735,2024-01-01,0,0.0270499,Low,train
L000736,2024-01-01,0,0.0324493,Low,train
L000737,2024-01-01,0,0.02834649,Low,train
L000738,2024-01-01,0,0.05753245,High,train
L000739,2024-01-01,0,0.03308563,Low,train
L000740,2024-01-01,0,0.02726049,Low,train
L000741,2024-01-01,0,0.04812861,High,train
L000742,2024-01-01,0,0.02446352,Low,train
L000743,2024-01-01,0,0.03792908,Monitor,train
L000744,2024-01-01,0,0.03621628,Monitor,train
L000745,2024-01-01,0,0.02607333,Low,train
L000746,2024-01-01,0,0.0798851,High,train
L000747,2024-01-01,0,0.02825878,Low,train
L000748,2024-01-01,0,0.04313162,Monitor,train
L000749,2024-01-01,0,0.02261448,Low,train
L000750,2024-01-01,0,0.02326098,Low,train
L000751,2024-01-01,0,0.02786982,Low,train
L000752,2024-01-01,0,0.02775027,Low,train
L000753,2024-01-01,0,0.03706491,Monitor,train
L000754,2024-01-01,0,0.02980662,Low,train
L000755,2024-01-01,0,0.03048771,Low,train
L000756,2024-01-01,0,0.02579376,Low,train
L000757,2024-01-01,0,0.03178026,Low,train
L000758,2024-01-01,0,0.03695782,Monitor,train
L000759,2024-01-01,0,0.03953133,Monitor,train
L000760,2024-01-01,0,0.03236479,Low,train
L000761,2024-01-01,0,0.02789772,Low,train
L000762,2024-01-01,0,0.0268055,Low,train
L000763,2024-01-01,0,0.0771916,High,train
L000764,2024-01-01,0,0.03852424,Monitor,train
L000765,2024-01-01,0,0.03611233,Monitor,train
L000766,2024-01-01,0,0.03362821,Low,train
L000767,2024-01-01,0,0.0312239,Low,train
L000768,2024-01-01,0,0.04116147,Monitor,train
L000769,2024-01-01,0,0.02911201,Low,train
L000770,2024-01-01,0,0.04071472,Monitor,train
L000771,2024-01-01,0,0.03710796,Monitor,train
L000772,2024-01-01,0,0.03651193,Monitor,train
L000773,2024-01-01,0,0.0238328,Low,train
L000774,2024-01-01,0,0.04181016,Monitor,train
L000775,2024-01-01,0,0.02945189,Low,train
L000776,2024-01-01,0,0.02303362,Low,train
L000777,2024-01-01,0,0.04114346,Monitor,train
L000778,2024-01-01,0,0.02596536,Low,train
L000779,2024-01-01,0,0.03141764,Low,train
L000780,2024-01-01,0,0.02809559,Low,train
L000781,2024-01-01,0,0.02923044,Low,train
L000782,2024-01-01,0,0.04240447,Monitor,train
L000783,2024-01-01,0,0.03415854,Low,train
L000784,2024-01-01,0,0.03895307,Monitor,train
L000785,2024-01-01,0,0.05017154,High,train
L000786,2024-01-01,0,0.0285897,Low,train
L000787,2024-01-01,0,0.03304459,Low,train
L000788,2024-01-01,0,0.05842695,High,train
L000789,2024-01-01,1,0.02991809,Low,train
L000790,2024-01-01,0,0.03830766,Monitor,train
L000791,2024-01-01,0,0.03295042,Low,train
L000792,2024-01-01,0,0.0332572,Low,train
L000793,2024-01-01,0,0.0301196,Low,train
L000794,2024-01-01,1,0.0535276,High,train
L000795,2024-01-01,0,0.03401822,Low,train
L000796,2024-01-01,0,0.09725304,Critical,train
L000797,2024-01-01,0,0.02427368,Low,train
L000798,2024-01-01,0,0.02878977,Low,train
L000799,2024-01-01,0,0.03316122,Low,train
L000800,2024-01-01,0,0.03439883,Low,train
L000801,2024-01-01,0,0.02650038,Low,train
L000802,2024-01-01,0,0.03797645,Monitor,train
L000803,2024-01-01,0,0.04197724,Monitor,train
L000804,2024-01-01,0,0.04199143,Monitor,train
L000805,2024-01-01,0,0.02774874,Low,train
L000806,2024-01-01,0,0.03913388,Monitor,train
L000807,2024-01-01,0,0.02217303,Low,train
L000808,2024-01-01,0,0.03559183,Monitor,train
L000809,2024-01-01,0,0.03996023,Monitor,train
L000810,2024-01-01,0,0.03001747,Low,train
L000811,2024-01-01,0,0.04094757,Monitor,train
L000812,2024-01-01,0,0.02554757,Low,train
L000813,2024-01-01,0,0.03549874,Monitor,train
L000814,2024-01-01,0,0.04161729,Monitor,train
L000815,2024-01-01,0,0.0333753,Low,train
L000816,2024-01-01,1,0.50099045,Critical,train
L000817,2024-01-01,0,0.0322469,Low,train
L000818,2024-01-01,0,0.02803413,Low,train
L000819,2024-01-01,0,0.03218279,Low,train
L000820,2024-01-01,0,0.05884196,High,train
L000821,2024-01-01,0,0.02479803,Low,train
L000822,2024-01-01,0,0.02437356,Low,train
L000823,2024-01-01,0,0.06068405,High,train
L000824,2024-01-01,0,0.02600141,Low,train
L000825,2024-01-01,0,0.03045587,Low,train
L000826,2024-01-01,0,0.0439081,Monitor,train
L000827,2024-01-01,1,0.03499696,Monitor,train
L000828,2024-01-01,0,0.02863716,Low,train
L000829,2024-01-01,0,0.03459459,Low,train
L000830,2024-01-01,0,0.03649891,Monitor,train
L000831,2024-01-01,0,0.06713431,High,train
L000832,2024-01-01,0,0.02962876,Low,train
L000833,2024-01-01,0,0.03469726,Monitor,train
L000834,2024-01-01,0,0.02520197,Low,train
L000835,2024-01-01,1,0.03084455,Low,train
L000836,2024-01-01,0,0.04013877,Monitor,train
L000837,2024-01-01,0,0.03011909,Low,train
L000838,2024-01-01,0,0.0305476,Low,train
L000839,2024-01-01,0,0.03447583,Low,train
L000840,2024-01-01,0,0.0300919,Low,train
L000841,2024-01-01,0,0.03121194,Low,train
L000842,2024-01-01,0,0.03415649,Low,train
L000843,2024-01-01,0,0.04316356,Monitor,train
L000844,2024-01-01,0,0.03465456,Monitor,train
L000845,2024-01-01,0,0.02024999,Low,train
L000846,2024-01-01,0,0.02715139,Low,train
L000847,2024-01-01,0,0.02848141,Low,train
L000848,2024-01-01,0,0.03432389,Low,train
L000849,2024-01-01,0,0.0395388,Monitor,train
L000850,2024-01-01,0,0.04313086,Monitor,train
L000851,2024-01-01,0,0.02566062,Low,train
L000852,2024-01-01,0,0.02848639,Low,train
L000853,2024-01-01,0,0.02739184,Low,train
L000854,2024-01-01,0,0.04249282,Monitor,train
L000855,2024-01-01,0,0.0311274,Low,train
L000856,2024-01-01,0,0.03240806,Low,train
L000857,2024-01-01,0,0.02549058,Low,train
L000858,2024-01-01,0,0.03967795,Monitor,train
L000859,2024-01-01,0,0.04575112,High,train
L000860,2024-01-01,0,0.03110649,Low,train
L000861,2024-01-01,0,0.02960469,Low,train
L000862,2024-01-01,0,0.02890268,Low,train
L000863,2024-01-01,0,0.01964038,Low,train
L000864,2024-01-01,0,0.05088277,High,train
L000865,2024-01-01,0,0.03713838,Monitor,train
L000866,2024-01-01,0,0.03216923,Low,train
L000867,2024-01-01,0,0.04044666,Monitor,train
L000868,2024-01-01,0,0.04257131,Monitor,train
L000869,2024-01-01,0,0.0316471,Low,train
L000870,2024-01-01,0,0.03511484,Monitor,train
L000871,2024-01-01,0,0.03949562,Monitor,train
L000872,2024-01-01,0,0.04715987,High,train
L000873,2024-01-01,0,0.03633295,Monitor,train
L000874,2024-01-01,0,0.03525969,Monitor,train
L000875,2024-01-01,0,0.0424544,Monitor,train
L000876,2024-01-01,0,0.02481104,Low,train
L000877,2024-01-01,0,0.0207723,Low,train
L000878,2024-01-01,0,0.0307616,Low,train
L000879,2024-01-01,0,0.04731596,High,train
L000880,2024-01-01,0,0.02787278,Low,train
L000881,2024-01-01,0,0.04102488,Monitor,train
L000882,2024-01-01,0,0.02939781,Low,train
L000883,2024-01-01,0,0.04228499,Monitor,train
L000884,2024-01-01,0,0.03771504,Monitor,train
L000885,2024-01-01,0,0.20827511,Critical,train
L000886,2024-01-01,0,0.03024687,Low,train
L000887,2024-01-01,0,0.02437056,Low,train
L000888,2024-01-01,0,0.02327552,Low,train
L000889,2024-01-01,0,0.04387219,Monitor,train
L000890,2024-01-01,0,0.0290856,Low,train
L000891,2024-01-01,0,0.04961456,High,train
L000892,2024-01-01,0,0.08505568,High,train
L000893,2024-01-01,0,0.03066538,Low,train
L000894,2024-01-01,0,0.02189936,Low,train
L000895,2024-01-01,0,0.0459695,High,train
L000896,2024-01-01,0,0.02858268,Low,train
L000897,2024-01-01,0,0.1460244,Critical,train
L000898,2024-01-01,0,0.03590519,Monitor,train
L000899,2024-01-01,0,0.03386968,Low,train
L000900,2024-01-01,0,0.03396315,Low,train
L000901,2024-01-01,0,0.46077267,Critical,train
L000902,2024-01-01,0,0.03551701,Monitor,train
L000903,2024-01-01,0,0.03711141,Monitor,train
L000904,2024-01-01,0,0.02568662,Low,train
L000905,2024-01-01,0,0.03936988,Monitor,train
L000906,2024-01-01,0,0.02606698,Low,train
L000907,2024-01-01,0,0.0330067,Low,train
L000908,2024-01-01,0,0.02245572,Low,train
L000909,2024-01-01,0,0.02427565,Low,train
L000910,2024-01-01,0,0.03496076,Monitor,train
L000911,2024-01-01,0,0.04102937,Monitor,train
L000912,2024-01-01,0,0.03975561,Monitor,train
L000913,2024-01-01,0,0.03816834,Monitor,train
L000914,2024-01-01,0,0.04320064,Monitor,train
L000915,2024-01-01,0,0.04218299,Monitor,train
L000916,2024-01-01,0,0.02906346,Low,train
L000917,2024-01-01,0,0.02078372,Low,train
L000918,2024-01-01,0,0.02576751,Low,train
L000919,2024-01-01,0,0.03592758,Monitor,train
L000920,2024-01-01,0,0.02911187,Low,train
L000921,2024-01-01,0,0.02897608,Low,train
L000922,2024-01-01,0,0.01554733,Low,train
L000923,2024-01-01,0,0.02936779,Low,train
L000924,2024-01-01,0,0.03112924,Low,train
L000925,2024-01-01,0,0.03149715,Low,train
L000926,2024-01-01,1,0.41444354,Critical,train
L000927,2024-01-01,0,0.03464998,Monitor,train
L000928,2024-01-01,0,0.02814815,Low,train
L000929,2024-01-01,0,0.02687785,Low,train
L000930,2024-01-01,0,0.02830608,Low,train
L000931,2024-01-01,0,0.04873986,High,train
L000932,2024-01-01,0,0.03319576,Low,train
L000933,2024-01-01,0,0.03584531,Monitor,train
L000934,2024-01-01,0,0.04178588,Monitor,train
L000935,2024-01-01,0,0.02885443,Low,train
L000936,2024-01-01,0,0.03251099,Low,train
L000937,2024-01-01,0,0.02864121,Low,train
L000938,2024-01-01,0,0.05929669,High,train
L000939,2024-01-01,0,0.03176992,Low,train
L000940,2024-01-01,0,0.05037256,High,train
L000941,2024-01-01,0,0.04300535,Monitor,train
L000942,2024-01-01,0,0.03033199,Low,train
L000943,2024-01-01,0,0.04231232,Monitor,train
L000944,2024-01-01,0,0.03218907,Low,train
L000945,2024-01-01,0,0.0242133,Low,train
L000946,2024-01-01,0,0.03962226,Monitor,train
L000947,2024-01-01,0,0.06651926,High,train
L000948,2024-01-01,0,0.03014635,Low,train
L000949,2024-01-01,0,0.04376673,Monitor,train
L000950,2024-01-01,0,0.02876406,Low,train
L000951,2024-01-01,0,0.05182683,High,train
L000952,2024-01-01,0,0.03771093,Monitor,train
L000953,2024-01-01,0,0.0286578,Low,train
L000954,2024-01-01,0,0.03977676,Monitor,train
L000955,2024-01-01,0,0.03010026,Low,train
L000956,2024-01-01,0,0.0288523,Low,train
L000957,2024-01-01,0,0.04803586,High,train
L000958,2024-01-01,0,0.02565084,Low,train
L000959,2024-01-01,0,0.03751791,Monitor,train
L000960,2024-01-01,0,0.02503538,Low,train
L000961,2024-01-01,0,0.04715318,High,train
L000962,2024-01-01,0,0.05256661,High,train
L000963,2024-01-01,0,0.13614495,Critical,train
L000964,2024-01-01,0,0.03366468,Low,train
L000965,2024-01-01,0,0.04138182,Monitor,train
L000966,2024-01-01,0,0.02443893,Low,train
L000967,2024-01-01,0,0.045755,High,train
L000968,2024-01-01,0,0.02864476,Low,train
L000969,2024-01-01,0,0.0307819,Low,train
L000970,2024-01-01,0,0.03821756,Monitor,train
L000971,2024-01-01,0,0.03881452,Monitor,train
L000972,2024-01-01,0,0.02367701,Low,train
L000973,2024-01-01,0,0.03797906,Monitor,train
L000974,2024-01-01,0,0.03101878,Low,train
L000975,2024-01-01,0,0.03625864,Monitor,train
L000976,2024-01-01,1,0.03654422,Monitor,train
L000977,2024-01-01,0,0.03116102,Low,train
L000978,2024-01-01,0,0.0296104,Low,train
L000979,2024-01-01,0,0.02965688,Low,train
L000980,2024-01-01,0,0.03953486,Monitor,train
L000981,2024-01-01,0,0.0372615,Monitor,train
L000982,2024-01-01,0,0.02665488,Low,train
L000983,2024-01-01,0,0.02804691,Low,train
L000984,2024-01-01,0,0.16036466,Critical,train
L000985,2024-01-01,0,0.044407,Monitor,train
L000986,2024-01-01,0,0.04829629,High,train
L000987,2024-01-01,0,0.02969424,Low,train
L000988,2024-01-01,0,0.02607905,Low,train
L000989,2024-01-01,0,0.03813966,Monitor,train
L000990,2024-01-01,0,0.14074095,Critical,train
L000991,2024-01-01,1,0.33965072,Critical,train
L000992,2024-01-01,0,0.0363765,Monitor,train
L000993,2024-01-01,0,0.03372642,Low,train
L000994,2024-01-01,0,0.03916913,Monitor,train
L000995,2024-01-01,0,0.03858951,Monitor,train
L000996,2024-01-01,0,0.04337063,Monitor,train
L000997,2024-01-01,0,0.04107232,Monitor,train
L000998,2024-01-01,0,0.03739224,Monitor,train
L000999,2024-01-01,0,0.03717704,Monitor,train
L001000,2024-01-01,0,0.02605817,Low,train
L001001,2024-01-01,0,0.02810704,Low,train
L001002,2024-01-01,0,0.03707073,Monitor,train
L001003,2024-01-01,0,0.02568395,Low,train
L001004,2024-01-01,0,0.13574848,Critical,train
L001005,2024-01-01,1,0.04562868,Monitor,train
L001006,2024-01-01,0,0.03023176,Low,train
L001007,2024-01-01,0,0.02919627,Low,train
L001008,2024-01-01,0,0.03427886,Low,train
L001009,2024-01-01,0,0.0238965,Low,train
L001010,2024-01-01,0,0.03726508,Monitor,train
L001011,2024-01-01,0,0.03977893,Monitor,train
L001012,2024-01-01,0,0.02630701,Low,train
